UBIGEO,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,QRESIDUOS_DOM,QRESIDUOS_NO_DOM,QRESIDUOS_MUN,PERIODO
40205,6310,5579,731,0.41,834.84,357.79,1192.63,2015
40206,4810,3797,1013,0.39,540.52,231.65,772.18,2015
40207,661,170,491,0.47,28.87,12.37,41.25,2015
40208,15294,13970,1324,0.69,3518.26,1507.82,5026.08,2015
40301,3722,3647,75,0.43,569.77,244.19,813.96,2015
40302,3201,2813,388,0.48,492.86,211.23,704.08,2015
40303,4147,3275,872,0.27,322.71,138.3,461.01,2015
40304,913,162,751,0.47,27.49,11.78,39.27,2015
40305,6586,2208,4378,0.46,370.11,158.62,528.73,2015
40306,906,259,647,0.43,40.48,17.35,57.84,2015
40307,6756,6212,544,0.47,1056.65,452.85,1509.5,2015
40308,5368,2290,3078,0.47,389.57,166.96,556.54,2015
40309,3258,118,3140,0.43,18.46,7.91,26.37,2015
